DATE,COUNTRY,LEAGUE,TYPE,SEASON,HOME_TEAM,AWAY_TEAM,FTR,FTHG,FTAG,HTR,HTHG,HTAG,ETR,ETHG,ETAG,PENR,PENHG,PENAG,H_ST,H_SOG,H_SFG,H_PT,H_COR,H_FL,H_YC,H_RC,A_ST,A_SOG,A_SFG,A_PT,A_COR,A_FL,A_YC,A_RC
2022-09-03,Germany,Bundesliga,LEAGUE,2022/2023,Bayer 04 Leverkusen,SC Freiburg,A,2,3,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,15,6,9,50,8,15,2,0,6,3,3,50,4,10,2,0
2022-09-03,Germany,Bundesliga,LEAGUE,2022/2023,VfB Stuttgart,Schalke 04,D,1,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,13,1,12,43,5,11,4,1,14,2,12,57,7,10,2,0
2022-09-03,Germany,Bundesliga,LEAGUE,2022/2023,VfL Bochum 1848,Werder Bremen,A,0,2,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,23,8,15,50,7,15,2,0,17,7,10,50,3,10,2,0
2022-09-04,Germany,Bundesliga,LEAGUE,2022/2023,FC Augsburg,Hertha BSC,A,0,2,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,11,2,9,48,5,12,2,0,16,6,10,52,1,15,1,0
2022-09-04,Germany,Bundesliga,LEAGUE,2022/2023,Borussia Mönchengladbach,FSV Mainz 05,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,15,4,11,53,4,8,1,1,13,3,10,47,8,15,4,0
2022-09-09,Germany,Bundesliga,LEAGUE,2022/2023,Werder Bremen,FC Augsburg,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,14,7,7,70,3,12,4,0,16,8,8,30,7,13,5,0
2022-09-10,Germany,Bundesliga,LEAGUE,2022/2023,Schalke 04,VfL Bochum 1848,H,3,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,19,7,12,44,3,11,2,0,10,2,8,56,8,16,3,0
2022-09-10,Germany,Bundesliga,LEAGUE,2022/2023,FC Bayern München,VfB Stuttgart,D,2,2,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,20,3,17,67,3,12,2,0,9,4,5,33,0,9,5,0
2022-09-10,Germany,Bundesliga,LEAGUE,2022/2023,RB Leipzig,Borussia Dortmund,H,3,0,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,15,5,10,45,5,12,2,0,5,0,5,55,8,6,1,0
2022-09-10,Germany,Bundesliga,LEAGUE,2022/2023,Hertha BSC,Bayer 04 Leverkusen,D,2,2,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,18,6,12,42,3,15,3,0,11,5,6,58,5,16,1,0
2022-09-10,Germany,Bundesliga,LEAGUE,2022/2023,TSG Hoffenheim,FSV Mainz 05,H,4,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,19,7,12,65,7,9,3,0,9,2,7,35,5,13,2,1
2022-09-10,Germany,Bundesliga,LEAGUE,2022/2023,Eintracht Frankfurt,VfL Wolfsburg,A,0,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,10,0,10,63,10,16,2,0,8,4,4,37,5,13,4,0
2022-09-11,Germany,Bundesliga,LEAGUE,2022/2023,FC Köln,FC Union Berlin,A,0,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,10,4,6,53,7,15,4,1,15,5,10,47,8,12,1,0
2022-09-11,Germany,Bundesliga,LEAGUE,2022/2023,SC Freiburg,Borussia Mönchengladbach,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,13,7,6,42,7,13,1,0,16,5,11,58,6,6,1,0
2022-09-16,Germany,Bundesliga,LEAGUE,2022/2023,FSV Mainz 05,Hertha BSC,D,1,1,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,11,2,9,56,4,12,3,0,4,2,2,44,3,10,5,0
2022-09-17,Germany,Bundesliga,LEAGUE,2022/2023,FC Augsburg,FC Bayern München,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,10,5,5,23,2,16,3,0,22,7,15,77,8,9,1,0
2022-09-17,Germany,Bundesliga,LEAGUE,2022/2023,Borussia Dortmund,Schalke 04,H,1,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,16,5,11,67,11,12,3,0,2,0,2,33,2,14,2,0
2022-09-17,Germany,Bundesliga,LEAGUE,2022/2023,Borussia Mönchengladbach,RB Leipzig,H,3,0,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,20,7,13,45,8,14,2,0,13,6,7,55,3,14,2,0
2022-09-17,Germany,Bundesliga,LEAGUE,2022/2023,VfB Stuttgart,Eintracht Frankfurt,A,1,3,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,13,1,12,55,7,9,2,0,12,7,5,45,4,11,0,0
2022-09-17,Germany,Bundesliga,LEAGUE,2022/2023,Bayer 04 Leverkusen,Werder Bremen,D,1,1,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,19,8,11,54,9,5,2,0,19,6,13,46,6,14,3,0
2022-09-18,Germany,Bundesliga,LEAGUE,2022/2023,TSG Hoffenheim,SC Freiburg,D,0,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,10,3,7,50,5,15,1,0,15,5,10,50,3,9,2,0
2022-09-18,Germany,Bundesliga,LEAGUE,2022/2023,VfL Bochum 1848,FC Köln,D,1,1,H,1,0,N/A,N/A,N/A,N/A,N/A,N/A,9,2,7,35,4,12,0,0,20,4,16,65,8,8,1,0
2022-09-18,Germany,Bundesliga,LEAGUE,2022/2023,FC Union Berlin,VfL Wolfsburg,H,2,0,D,0,0,N/A,N/A,N/A,N/A,N/A,N/A,16,4,12,48,4,18,0,0,6,0,6,52,1,6,0,0
2022-09-30,Germany,Bundesliga,LEAGUE,2022/2023,FC Bayern München,Bayer 04 Leverkusen,H,4,0,H,3,0,N/A,N/A,N/A,N/A,N/A,N/A,21,11,10,62,6,10,0,0,10,4,6,38,2,6,0,0
2022-10-01,Germany,Bundesliga,LEAGUE,2022/2023,Werder Bremen,Borussia Mönchengladbach,H,5,1,H,4,0,N/A,N/A,N/A,N/A,N/A,N/A,15,9,6,48,4,8,0,0,13,8,5,52,5,8,1,0
2022-10-01,Germany,Bundesliga,LEAGUE,2022/2023,FC Köln,Borussia Dortmund,H,3,2,A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,21,10,11,42,7,14,4,0,23,9,14,58,11,9,3,0
2022-10-01,Germany,Bundesliga,LEAGUE,2022/2023,VfL Wolfsburg,VfB Stuttgart,H,3,2,D,2,2,N/A,N/A,N/A,N/A,N/A,N/A,19,5,14,57,8,16,3,0,14,7,7,43,5,14,5,0
2022-10-01,Germany,Bundesliga,LEAGUE,2022/2023,RB Leipzig,VfL Bochum 1848,H,4,0,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,16,9,7,70,7,8,0,0,2,1,1,30,2,8,2,0
2022-10-01,Germany,Bundesliga,LEAGUE,2022/2023,SC Freiburg,FSV Mainz 05,H,2,1,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,14,7,7,53,5,9,2,0,16,1,15,47,5,15,4,0
2022-10-01,Germany,Bundesliga,LEAGUE,2022/2023,Eintracht Frankfurt,FC Union Berlin,H,2,0,H,2,0,N/A,N/A,N/A,N/A,N/A,N/A,13,4,9,47,4,4,3,1,16,4,12,53,7,11,4,0
2022-10-02,Germany,Bundesliga,LEAGUE,2022/2023,Hertha BSC,TSG Hoffenheim,D,1,1,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,14,5,9,43,2,5,2,0,16,5,11,57,6,15,1,0
2022-10-02,Germany,Bundesliga,LEAGUE,2022/2023,Schalke 04,FC Augsburg,A,2,3,A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,17,7,10,56,8,11,2,0,13,6,7,44,4,10,6,1
2022-10-07,Germany,Bundesliga,LEAGUE,2022/2023,TSG Hoffenheim,Werder Bremen,A,1,2,D,1,1,N/A,N/A,N/A,N/A,N/A,N/A,18,6,12,46,3,12,3,0,9,3,6,54,3,19,3,0
